Foot Locker _1185732,04-03-2020,"Northeast,New York,New York",Men's Street Footwear,$60.00 ,"1,250",50%,Outlet
Foot Locker _1185732,05-03-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,"1,000",30%,Outlet
Foot Locker _1185732,06-03-2020,"Northeast,New York,New York",Women's Street Footwear,$50.00 ,925,35%,Outlet
Foot Locker _1185732,07-03-2020,"Northeast,New York,New York",Women's Athletic Footwear,$50.00 ,900,35%,Outlet
Foot Locker _1185732,08-03-2020,"Northeast,New York,New York",Men's Apparel,$60.00 ,900,30%,Outlet
Foot Locker _1185732,09-03-2020,"Northeast,New York,New York",Women's Apparel,$65.00 ,"1,050",25%,Outlet
Foot Locker _1185732,10-03-2020,"Northeast,New York,New York",Men's Street Footwear,$60.00 ,"1,275",50%,Outlet
Foot Locker _1185732,11-03-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,"1,025",30%,Outlet
Foot Locker _1185732,12-03-2020,"Northeast,New York,New York",Women's Street Footwear,$50.00 ,950,35%,Outlet
Foot Locker _1185732,13-03-2020,"Northeast,New York,New York",Women's Athletic Footwear,$50.00 ,900,35%,Outlet
Foot Locker _1185732,14-03-2020,"Northeast,New York,New York",Men's Apparel,$60.00 ,925,30%,Outlet
Foot Locker _1185732,15-03-2020,"Northeast,New York,New York",Women's Apparel,$65.00 ,"1,100",25%,Outlet
Foot Locker _1185732,16-03-2020,"Northeast,New York,New York",Men's Street Footwear,$60.00 ,"1,250",50%,Outlet
Foot Locker _1185732,17-03-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,"1,025",30%,Outlet
Foot Locker _1185732,18-03-2020,"Northeast,New York,New York",Women's Street Footwear,$50.00 ,950,35%,Outlet
Foot Locker _1185732,31-03-2020,"Northeast,New York,New York",Women's Athletic Footwear,$50.00 ,925,35%,Outlet
Walmart _1197831,17-04-2020,"Northeast,New York,New York",Men's Apparel,$60.00 ,900,30%,Outlet
Walmart _1197831,18-04-2020,"Northeast,New York,New York",Women's Apparel,$65.00 ,"1,075",25%,Outlet
Walmart _1197831,19-04-2020,"Northeast,New York,New York",Men's Street Footwear,$60.00 ,"1,200",50%,Outlet
Walmart _1197831,20-04-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,"1,000",30%,Outlet
Walmart _1197831,21-04-2020,"Northeast,New York,New York",Women's Street Footwear,$50.00 ,925,35%,Outlet
Walmart _1197831,22-04-2020,"Northeast,New York,New York",Women's Athletic Footwear,$50.00 ,900,35%,Outlet
Walmart _1197831,23-04-2020,"Northeast,New York,New York",Men's Apparel,$60.00 ,900,30%,Outlet
Walmart _1197831,24-04-2020,"Northeast,New York,New York",Women's Apparel,$65.00 ,"1,000",25%,Outlet
Walmart _1197831,25-04-2020,"Northeast,New York,New York",Men's Apparel,$65.00 ,875,30%,Outlet
Walmart _1197831,26-04-2020,"Northeast,New York,New York",Women's Apparel,$70.00 ,"1,000",25%,Outlet
Walmart _1197831,27-04-2020,"Northeast,New York,New York",Men's Street Footwear,$65.00 ,"1,150",50%,Outlet
Walmart _1197831,28-04-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,975,30%,Outlet
Walmart _1197831,29-04-2020,"Northeast,New York,New York",Women's Street Footwear,$55.00 ,920,35%,Outlet
Walmart _1197831,30-04-2020,"Northeast,New York,New York",Women's Athletic Footwear,$55.00 ,900,35%,Outlet
Walmart _1197831,01-05-2020,"Northeast,New York,New York",Men's Apparel,$65.00 ,875,30%,Outlet
Walmart _1197831,02-05-2020,"Northeast,New York,New York",Women's Apparel,$70.00 ,975,25%,Outlet
Walmart _1197831,03-05-2020,"Northeast,New York,New York",Men's Street Footwear,$65.00 ,"1,200",50%,Outlet
Walmart _1197831,04-05-2020,"Northeast,New York,New York",Men's Athletic Footwear,$55.00 ,"1,000",30%,Outlet
Walmart _1197831,05-05-2020,"Northeast,New York,New York",Women's Street Footwear,$55.00 ,950,35%,Outlet
Walmart _1197831,06-05-2020,"Northeast,New York,New York",Women's Athletic Footwear,$55.00 ,900,35%,Outlet
Walmart _1197831,07-05-2020,"Northeast,New York,New York",Men's Apparel,$65.00 ,900,30%,Outlet
Walmart _1197831,18-07-2020,"Northeast,New York,New York",Women's Apparel,$70.00 ,"1,000",25%,Outlet
Sports Direct _1128299,19-07-2020,"Northeast,New York,New York",Men's Street Footwear,$25.00 ,900,35%,Outlet
Sports Direct _1128299,20-07-2020,"Northeast,New York,New York",Men's Athletic Footwear,$35.00 ,900,35%,Outlet
Sports Direct _1128299,21-07-2020,"Northeast,New York,New York",Women's Street Footwear,$35.00 ,700,35%,Outlet
Sports Direct _1128299,22-07-2020,"Northeast,New York,New York",Women's Athletic Footwear,$35.00 ,700,45%,Outlet
Sports Direct _1128299,23-07-2020,"South,Texas,Houston",Men's Apparel,$40.00 ,550,30%,Outlet
Sports Direct _1128299,24-07-2020,"South,Texas,Houston",Women's Apparel,$35.00 ,700,50%,Outlet
Sports Direct _1128299,25-07-2020,"South,Texas,Houston",Men's Street Footwear,$25.00 ,850,35%,Outlet
Sports Direct _1128299,26-07-2020,"South,Texas,Houston",Men's Athletic Footwear,$35.00 ,850,35%,Outlet
Sports Direct _1128299,27-07-2020,"South,Texas,Houston",Women's Street Footwear,$35.00 ,675,35%,Outlet
Sports Direct _1128299,28-07-2020,"South,Texas,Houston",Women's Athletic Footwear,$35.00 ,625,45%,Outlet
Sports Direct _1128299,29-07-2020,"South,Texas,Houston",Men's Apparel,$40.00 ,500,30%,Outlet
Sports Direct _1128299,30-07-2020,"South,Texas,Houston",Women's Apparel,$35.00 ,700,50%,Outlet
Sports Direct _1128299,31-07-2020,"South,Texas,Houston",Men's Street Footwear,$30.00 ,875,35%,Outlet
Sports Direct _1128299,01-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$40.00 ,875,35%,Outlet
Sports Direct _1128299,02-08-2020,"South,Texas,Houston",Women's Street Footwear,$35.00 ,700,35%,Outlet
Sports Direct _1128299,03-08-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,600,45%,Outlet
Sports Direct _1128299,04-08-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,500,30%,Outlet
Sports Direct _1128299,05-08-2020,"South,Texas,Houston",Women's Apparel,$40.00 ,650,50%,Outlet
Sports Direct _1128299,06-08-2020,"South,Texas,Houston",Men's Street Footwear,$30.00 ,900,35%,Outlet
Sports Direct _1128299,07-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$40.00 ,900,35%,Outlet
Sports Direct _1128299,08-08-2020,"South,Texas,Houston",Women's Street Footwear,$35.00 ,725,35%,Outlet
Sports Direct _1128299,09-08-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,625,45%,Outlet
Walmart _1197831,10-08-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,525,30%,Outlet
Walmart _1197831,11-08-2020,"South,Texas,Houston",Women's Apparel,$40.00 ,800,50%,Outlet
Walmart _1197831,12-08-2020,"South,Texas,Houston",Men's Street Footwear,$30.00 ,925,35%,Outlet
Walmart _1197831,13-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$40.00 ,925,35%,Outlet
Walmart _1197831,14-08-2020,"South,Texas,Houston",Women's Street Footwear,$35.00 ,775,35%,Outlet
Walmart _1197831,15-08-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,700,45%,Outlet
Walmart _1197831,16-08-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,600,30%,Outlet
Walmart _1197831,17-08-2020,"South,Texas,Houston",Women's Apparel,$40.00 ,950,50%,Outlet
Walmart _1197831,18-08-2020,"South,Texas,Houston",Men's Street Footwear,$40.00 ,950,35%,Outlet
Walmart _1197831,19-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,950,35%,Outlet
Walmart _1197831,20-08-2020,"South,Texas,Houston",Women's Street Footwear,$40.00 ,800,35%,Outlet
Walmart _1197831,21-08-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,750,45%,Outlet
Walmart _1197831,22-08-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,650,30%,Outlet
Walmart _1197831,23-08-2020,"South,Texas,Houston",Women's Apparel,$50.00 ,"1,000",50%,Outlet
Walmart _1197831,24-08-2020,"South,Texas,Houston",Men's Street Footwear,$40.00 ,950,35%,Outlet
Walmart _1197831,25-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,950,35%,Outlet
Walmart _1197831,26-08-2020,"South,Texas,Houston",Women's Street Footwear,$40.00 ,"1,100",35%,Outlet
Walmart _1197831,27-08-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,700,45%,Outlet
Walmart _1197831,28-08-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,700,30%,Outlet
Walmart _1197831,29-08-2020,"South,Texas,Houston",Women's Apparel,$50.00 ,975,50%,Outlet
Walmart _1197831,30-08-2020,"South,Texas,Houston",Men's Street Footwear,$40.00 ,925,35%,Outlet
Walmart _1197831,31-08-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,925,35%,Outlet
Walmart _1197831,01-09-2020,"South,Texas,Houston",Women's Street Footwear,$40.00 ,"1,100",35%,Outlet
Walmart _1197831,02-09-2020,"South,Texas,Houston",Women's Athletic Footwear,$40.00 ,650,45%,Outlet
Walmart _1197831,03-09-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,650,30%,Outlet
Walmart _1197831,04-09-2020,"South,Texas,Houston",Women's Apparel,$50.00 ,900,50%,Outlet
Walmart _1197831,05-09-2020,"South,Texas,Houston",Men's Street Footwear,$45.00 ,850,35%,Outlet
Walmart _1197831,06-09-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,850,35%,Outlet
Walmart _1197831,07-09-2020,"South,Texas,Houston",Women's Street Footwear,$50.00 ,900,35%,Outlet
Walmart _1197831,08-09-2020,"South,Texas,Houston",Women's Athletic Footwear,$50.00 ,625,45%,Outlet
Walmart _1197831,09-09-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,625,30%,Outlet
Walmart _1197831,10-09-2020,"South,Texas,Houston",Women's Apparel,$55.00 ,850,50%,Outlet
Walmart _1197831,11-09-2020,"South,Texas,Houston",Men's Street Footwear,$45.00 ,800,35%,Outlet
Walmart _1197831,12-09-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,800,35%,Outlet
Walmart _1197831,13-09-2020,"South,Texas,Houston",Women's Street Footwear,$50.00 ,750,35%,Outlet
Walmart _1197831,14-09-2020,"South,Texas,Houston",Women's Athletic Footwear,$50.00 ,600,45%,Outlet
Walmart _1197831,15-09-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,575,30%,Outlet
Walmart _1197831,16-09-2020,"South,Texas,Houston",Women's Apparel,$55.00 ,750,50%,Outlet
Walmart _1197831,20-10-2020,"South,Texas,Houston",Men's Street Footwear,$45.00 ,900,35%,Outlet
Walmart _1197831,21-10-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,900,35%,Outlet
Walmart _1197831,22-10-2020,"South,Texas,Houston",Women's Street Footwear,$50.00 ,825,35%,Outlet
Walmart _1197831,23-10-2020,"South,Texas,Houston",Women's Athletic Footwear,$50.00 ,675,45%,Outlet
Walmart _1197831,24-10-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,650,30%,Outlet
Walmart _1197831,25-10-2020,"South,Texas,Houston",Women's Apparel,$55.00 ,850,50%,Outlet
Walmart _1197831,26-10-2020,"South,Texas,Houston",Men's Street Footwear,$45.00 ,950,35%,Outlet
Walmart _1197831,27-10-2020,"South,Texas,Houston",Men's Athletic Footwear,$45.00 ,950,35%,Outlet
Walmart _1197831,28-10-2020,"South,Texas,Houston",Women's Street Footwear,$50.00 ,850,35%,Outlet
Walmart _1197831,29-10-2020,"South,Texas,Houston",Women's Athletic Footwear,$50.00 ,700,45%,Outlet
Walmart _1197831,30-10-2020,"South,Texas,Houston",Men's Apparel,$45.00 ,650,30%,Outlet
Walmart _1197831,31-10-2020,"South,Texas,Houston",Women's Apparel,$55.00 ,900,50%,Outlet
West Gear _1189833,01-11-2020,"South,Texas,Houston",Men's Street Footwear,$40.00 ,775,35%,Outlet
West Gear _1189833,02-11-2020,"South,Texas,Houston",Men's Athletic Footwear,$50.00 ,775,20%,Outlet
West Gear _1189833,03-11-2020,"South,Texas,Houston",Women's Street Footwear,$50.00 ,775,35%,Outlet
West Gear _1189833,04-11-2020,"South,Texas,Houston",Women's Athletic Footwear,$50.00 ,625,30%,Outlet
West Gear _1189833,05-11-2020,"West,California,San Francisco",Men's Apparel,$55.00 ,575,50%,Outlet
West Gear _1189833,06-11-2020,"West,California,San Francisco",Women's Apparel,$50.00 ,775,15%,Outlet
West Gear _1189833,07-11-2020,"West,California,San Francisco",Men's Street Footwear,$40.00 ,825,35%,Outlet
West Gear _1189833,08-11-2020,"West,California,San Francisco",Men's Athletic Footwear,$50.00 ,725,20%,Outlet
West Gear _1189833,09-11-2020,"West,California,San Francisco",Women's Street Footwear,$50.00 ,725,35%,Outlet
West Gear _1189833,10-11-2020,"West,California,San Francisco",Women's Athletic Footwear,$50.00 ,575,30%,Outlet
West Gear _1189833,11-11-2020,"West,California,San Francisco",Men's Apparel,$55.00 ,500,50%,Outlet
West Gear _1189833,12-11-2020,"West,California,San Francisco",Women's Apparel,$50.00 ,700,15%,Outlet
West Gear _1189833,13-11-2020,"West,California,San Francisco",Men's Street Footwear,$50.00 ,850,35%,Outlet
West Gear _1189833,14-11-2020,"West,California,San Francisco",Men's Athletic Footwear,$60.00 ,700,20%,Outlet
West Gear _1189833,15-11-2020,"West,California,San Francisco",Women's Street Footwear,$60.00 ,700,35%,Outlet
West Gear _1189833,22-12-2020,"West,California,San Francisco",Women's Athletic Footwear,$60.00 ,600,30%,Outlet
West Gear _1189833,23-12-2020,"West,California,San Francisco",Men's Apparel,$65.00 ,500,50%,Outlet
West Gear _1189833,24-12-2020,"West,California,San Francisco",Women's Apparel,$60.00 ,700,15%,Outlet
West Gear _1189833,25-12-2020,"West,California,San Francisco",Men's Street Footwear,$60.00 ,875,35%,Outlet
West Gear _1189833,26-12-2020,"West,California,San Francisco",Men's Athletic Footwear,$65.00 ,675,20%,Outlet
West Gear _1189833,27-12-2020,"West,California,San Francisco",Women's Street Footwear,$65.00 ,725,35%,Outlet
West Gear _1189833,28-12-2020,"West,California,San Francisco",Women's Athletic Footwear,$60.00 ,625,30%,Outlet
West Gear _1189833,29-12-2020,"West,California,San Francisco",Men's Apparel,$65.00 ,525,50%,Outlet
West Gear _1189833,30-12-2020,"West,California,San Francisco",Women's Apparel,$80.00 ,700,15%,Outlet
West Gear _1189833,31-12-2020,"West,California,San Francisco",Men's Street Footwear,$60.00 ,900,40%,Outlet
West Gear _1189833,01-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$65.00 ,750,25%,Outlet
West Gear _1189833,02-01-2021,"West,California,San Francisco",Women's Street Footwear,$65.00 ,750,40%,Outlet
West Gear _1189833,03-01-2021,"West,California,San Francisco",Women's Athletic Footwear,$60.00 ,650,35%,Outlet
West Gear _1189833,04-01-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,550,55%,Outlet
West Gear _1189833,05-01-2021,"West,California,San Francisco",Women's Apparel,$80.00 ,725,20%,Outlet
West Gear _1189833,06-01-2021,"West,California,San Francisco",Men's Street Footwear,$60.00 ,975,40%,Outlet
West Gear _1189833,07-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$65.00 ,825,25%,Outlet
West Gear _1189833,08-01-2021,"West,California,San Francisco",Women's Street Footwear,$65.00 ,825,40%,Outlet
West Gear _1189833,09-01-2021,"West,California,San Francisco",Women's Athletic Footwear,$60.00 ,700,35%,Outlet
West Gear _1189833,10-01-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,575,55%,Outlet
West Gear _1189833,11-01-2021,"West,California,San Francisco",Women's Apparel,$80.00 ,875,20%,Outlet
West Gear _1189833,12-01-2021,"West,California,San Francisco",Men's Street Footwear,$60.00 ,"1,025",35%,Outlet
West Gear _1189833,13-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$65.00 ,875,20%,Outlet
West Gear _1189833,14-01-2021,"West,California,San Francisco",Women's Street Footwear,$65.00 ,825,35%,Outlet
West Gear _1189833,15-01-2021,"West,California,San Francisco",Women's Athletic Footwear,$60.00 ,725,30%,Outlet
West Gear _1189833,16-01-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,775,50%,Outlet
West Gear _1189833,17-01-2021,"West,California,San Francisco",Women's Apparel,$80.00 ,775,15%,Outlet
West Gear _1189833,18-01-2021,"West,California,San Francisco",Men's Street Footwear,$65.00 ,975,35%,Outlet
West Gear _1189833,19-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$70.00 ,925,20%,Outlet
West Gear _1189833,20-01-2021,"West,California,San Francisco",Women's Street Footwear,$65.00 ,800,35%,Outlet
West Gear _1189833,21-01-2021,"West,California,San Francisco",Women's Athletic Footwear,$65.00 ,750,30%,Outlet
West Gear _1189833,22-01-2021,"West,California,San Francisco",Men's Apparel,$75.00 ,750,50%,Outlet
West Gear _1189833,23-01-2021,"West,California,San Francisco",Women's Apparel,$80.00 ,725,15%,Outlet
West Gear _1189833,24-01-2021,"West,California,San Francisco",Men's Street Footwear,$55.00 ,925,30%,Outlet
West Gear _1189833,25-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$60.00 ,925,15%,Outlet
West Gear _1189833,26-01-2021,"West,California,San Francisco",Women's Street Footwear,$55.00 ,775,30%,Outlet
West Gear _1189833,27-01-2021,"West,California,San Francisco",Women's Athletic Footwear,$55.00 ,725,25%,Outlet
West Gear _1189833,28-01-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,725,45%,Outlet
West Gear _1189833,29-01-2021,"West,California,San Francisco",Women's Apparel,$70.00 ,775,10%,Outlet
West Gear _1189833,30-01-2021,"West,California,San Francisco",Men's Street Footwear,$55.00 ,875,30%,Outlet
West Gear _1189833,31-01-2021,"West,California,San Francisco",Men's Athletic Footwear,$60.00 ,875,15%,Outlet
West Gear _1189833,01-02-2021,"West,California,San Francisco",Women's Street Footwear,$55.00 ,700,30%,Outlet
West Gear _1189833,02-02-2021,"West,California,San Francisco",Women's Athletic Footwear,$55.00 ,675,25%,Outlet
West Gear _1189833,03-02-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,650,45%,Outlet
West Gear _1189833,04-02-2021,"West,California,San Francisco",Women's Apparel,$70.00 ,700,10%,Outlet
West Gear _1189833,05-02-2021,"West,California,San Francisco",Men's Street Footwear,$55.00 ,875,30%,Outlet
West Gear _1189833,06-02-2021,"West,California,San Francisco",Men's Athletic Footwear,$60.00 ,875,15%,Outlet
West Gear _1189833,07-02-2021,"West,California,San Francisco",Women's Street Footwear,$55.00 ,725,30%,Outlet
West Gear _1189833,08-02-2021,"West,California,San Francisco",Women's Athletic Footwear,$55.00 ,700,25%,Outlet
West Gear _1189833,09-02-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,650,45%,Outlet
West Gear _1189833,10-02-2021,"West,California,San Francisco",Women's Apparel,$70.00 ,775,10%,Outlet
West Gear _1189833,11-02-2021,"West,California,San Francisco",Men's Street Footwear,$55.00 ,975,30%,Outlet
West Gear _1189833,12-02-2021,"West,California,San Francisco",Men's Athletic Footwear,$60.00 ,975,15%,Outlet
West Gear _1189833,13-02-2021,"West,California,San Francisco",Women's Street Footwear,$55.00 ,775,30%,Outlet
West Gear _1189833,14-02-2021,"West,California,San Francisco",Women's Athletic Footwear,$55.00 ,775,25%,Outlet
West Gear _1189833,15-02-2021,"West,California,San Francisco",Men's Apparel,$65.00 ,700,45%,Outlet
West Gear _1189833,16-02-2021,"West,California,San Francisco",Women's Apparel,$70.00 ,800,10%,Outlet
Kohl's _1172465,17-02-2021,"West,California,San Francisco",Men's Street Footwear,$35.00 ,700,40%,Outlet
Kohl's _1172465,18-02-2021,"West,California,San Francisco",Men's Athletic Footwear,$45.00 ,700,25%,Outlet
Kohl's _1172465,09-03-2021,"West,California,San Francisco",Women's Street Footwear,$45.00 ,700,40%,Outlet
Kohl's _1172465,10-03-2021,"West,California,San Francisco",Women's Athletic Footwear,$45.00 ,550,35%,Outlet
Kohl's _1172465,11-03-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,500,55%,Outlet
Kohl's _1172465,12-03-2021,"West,California,Los Angeles",Women's Apparel,$45.00 ,700,20%,Outlet
Kohl's _1172465,13-03-2021,"West,California,Los Angeles",Men's Street Footwear,$35.00 ,750,40%,Outlet
Kohl's _1172465,14-03-2021,"West,California,Los Angeles",Men's Athletic Footwear,$45.00 ,650,25%,Outlet
Kohl's _1172465,15-03-2021,"West,California,Los Angeles",Women's Street Footwear,$45.00 ,675,40%,Outlet
Kohl's _1172465,16-03-2021,"West,California,Los Angeles",Women's Athletic Footwear,$45.00 ,525,35%,Outlet
Kohl's _1172465,17-03-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,450,55%,Outlet
Kohl's _1172465,18-03-2021,"West,California,Los Angeles",Women's Apparel,$45.00 ,650,20%,Outlet
Kohl's _1172465,19-03-2021,"West,California,Los Angeles",Men's Street Footwear,$35.00 ,800,40%,Outlet
Kohl's _1172465,20-03-2021,"West,California,Los Angeles",Men's Athletic Footwear,$45.00 ,650,25%,Outlet
Kohl's _1172465,21-03-2021,"West,California,Los Angeles",Women's Street Footwear,$45.00 ,650,40%,Outlet
Kohl's _1172465,22-03-2021,"West,California,Los Angeles",Women's Athletic Footwear,$45.00 ,550,35%,Outlet
Kohl's _1172465,23-03-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,425,55%,Outlet
Kohl's _1172465,06-04-2021,"West,California,Los Angeles",Women's Apparel,$45.00 ,625,20%,Outlet
Kohl's _1172465,07-04-2021,"West,California,Los Angeles",Men's Street Footwear,$45.00 ,800,40%,Outlet
Kohl's _1172465,08-04-2021,"West,California,Los Angeles",Men's Athletic Footwear,$50.00 ,600,25%,Outlet
Kohl's _1172465,09-04-2021,"West,California,Los Angeles",Women's Street Footwear,$50.00 ,625,40%,Outlet
Kohl's _1172465,10-04-2021,"West,California,Los Angeles",Women's Athletic Footwear,$45.00 ,525,35%,Outlet
Kohl's _1172465,11-04-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,425,55%,Outlet
Kohl's _1172465,12-04-2021,"West,California,Los Angeles",Women's Apparel,$65.00 ,600,20%,Outlet
Kohl's _1172465,13-04-2021,"West,California,Los Angeles",Men's Street Footwear,$45.00 ,800,40%,Outlet
Kohl's _1172465,14-04-2021,"West,California,Los Angeles",Men's Athletic Footwear,$50.00 ,650,25%,Outlet
Kohl's _1172465,15-04-2021,"West,California,Los Angeles",Women's Street Footwear,$50.00 ,650,40%,Outlet
Kohl's _1172465,16-04-2021,"West,California,Los Angeles",Women's Athletic Footwear,$45.00 ,550,35%,Outlet
Kohl's _1172465,17-04-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,450,55%,Outlet
Kohl's _1172465,18-04-2021,"West,California,Los Angeles",Women's Apparel,$65.00 ,625,20%,Outlet
Kohl's _1172465,19-04-2021,"West,California,Los Angeles",Men's Street Footwear,$45.00 ,900,40%,Outlet
Kohl's _1172465,20-04-2021,"West,California,Los Angeles",Men's Athletic Footwear,$50.00 ,750,25%,Outlet
Kohl's _1172465,21-04-2021,"West,California,Los Angeles",Women's Street Footwear,$50.00 ,750,40%,Outlet
Kohl's _1172465,22-04-2021,"West,California,Los Angeles",Women's Athletic Footwear,$45.00 ,625,35%,Outlet
Kohl's _1172465,23-04-2021,"West,California,Los Angeles",Men's Apparel,$50.00 ,500,55%,Outlet
Kohl's _1172465,24-04-2021,"West,California,Los Angeles",Women's Apparel,$65.00 ,800,20%,Outlet
Kohl's _1172465,25-04-2021,"West,California,Los Angeles",Men's Street Footwear,$45.00 ,950,40%,Outlet
Kohl's _1172465,26-04-2021,"West,California,Los Angeles",Men's Athletic Footwear,$50.00 ,800,25%,Outlet
Kohl's _1172465,27-04-2021,"West,California,Los Angeles",Women's Street Footwear,$50.00 ,750,40%,Outlet
